inchikey,smiles,number of aromatic rings
IFKWHPAWYJARQJ-DYVFJYSZSA-N,COc1ccc(-c2cc(N3CC(N)C(c4cc(F)c(F)cc4F)C3)ncn2)cn1,3
OHQMEDBYNUAVNE-UHFFFAOYSA-N,N#Cc1cc(Cl)cc(Oc2c(Br)ccc(Cc3n[nH]c4nnccc34)c2F)c1,4
KKQDXWHOFSMCSA-UHFFFAOYSA-N,CN(C)Cc1c[nH]c2c(CCCO)cccc12,2
PCBWLKUEKANDCL-INIZCTEOSA-N,Nc1nc(N)c2nc(CN3c4ccc(O)cc4C=CC4=CCC=CC43)cnc2n1,3
IEVFQDJUDLCOQY-UHFFFAOYSA-N,O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2cccnc21,4
HNHRWNUXTCATSG-UHFFFAOYSA-N,Cc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)n1,5
XYEPUTZVZYUENX-UHFFFAOYSA-N,CS(=O)(=O)Nc1cccc2cccnc12,2
LMBFBUICIQJLPK-UHFFFAOYSA-N,CCCCCCCCCc1cc(O)c2ccccc2[n+]1[O-],2
JYCUVOXSZBECAY-UHFFFAOYSA-N,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,4
NGRFDFMAPACMPF-IAYLVMQDSA-N,CC(C=Cc1c(C)cc(O)cc1C)=CC=CC(C)CC(=O)O,1
QYUQBTDVKOREGR-AWEZNQCLSA-O,CC1(C)C(CSSCC(N)C(=O)O)=C(c2ccccc2)C(C)(C)[N+]1=O,1
YZLKVEDFWLGNQP-UHFFFAOYSA-N,Cc1cc(C)cc(Oc2c(CSCc3ccco3)c(C)[nH]c(=O)c2I)c1,3
JAZMZJDLZUDIDG-NSCUHMNNSA-N,CN(CC=CCOc1ccc(C(=O)c2ccc(Br)cc2)cc1)C1CC1,2
SVMHTBVIPYVDIL-UHFFFAOYSA-N,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4ncccc34)ccc2Cl)c1,4
KXDIHAQCVNNLIB-UHFFFAOYSA-N,N#Cc1cc(Cl)cc(Oc2cc(OCc3n[nH]c4nc(N)ccc34)ccc2Cl)c1,4
QMAIQPBRCNEJAT-UHFFFAOYSA-N,CC(C)(C)n1nc(Cc2cccc(O)c2)c2c(N)ncnc21,3
JGWHILNNHLDARR-UHFFFAOYSA-N,C=CC(=O)Nc1ccc2ncnc(Nc3ccccc3)c2c1,3
HOCBJBNQIQQQGT-LJQANCHMSA-N,CCC(CO)Nc1nc(NCc2ccc(-c3ccccn3)cc2)c2ncn(C(C)C)c2n1,4
GUVWEHNRWHNDRF-UHFFFAOYSA-N,COC(=O)c1c(O)cc(O)c(Cl)c1CCC(=O)Nc1cc(O)c(OC)cc1O,2
DFYGLJKFZQGYPA-UHFFFAOYSA-N,COc1cc(N)c(OC)c(CCOC(=O)c2cc(Cl)c(O)cc2O)c1OC,2
HITJFUSPLYBJPE-UHFFFAOYSA-N,Oc1ccc(CCc2cc(O)cc(O)c2)cc1,2
METBQPRXNZHZMB-UHFFFAOYSA-N,CC(C)(C)OC(=O)N1CCC(c2nc(-c3cccs3)no2)CC1,2
KMGPJKOKSYGMJD-UHFFFAOYSA-N,Fc1ccc(-c2nnc(-c3ccccc3)[nH]2)cc1,3
SJEVDMFUHCVNPM-UHFFFAOYSA-N,O=C(Cc1cccs1)N1CCC(c2nc(-c3cccs3)no2)CC1,3
RTHCYVBBDHJXIQ-MRXNPFEDSA-N,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,2
XHSQDZXAVJRBMX-DDHJBXDOSA-N,OCC1OC(n2cnc3cc(Cl)c(Cl)cc32)C(O)C1O,2
KGFYHTZWPPHNLQ-AWEZNQCLSA-N,O=C(NCC1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1,2
IGFTZEOFHWPCDL-UHFFFAOYSA-N,N=C(N)NC(=N)Nc1cc(C(F)(F)F)ccc1Cl,1
VQKIGKHIRBCYNE-UHFFFAOYSA-N,COc1cc(NC(=N)NC(=N)N)cc(OC)c1,1
OFWOPQIDDNCCLL-KAQJVSAMSA-N,C=CC=NC1CCc2c(O)cccc21,1
MXAPQGDBWFYKKX-ZROIWOOFSA-N,Cc1ccc(S(=O)(=O)NC2=NC(=O)C(=Cc3ccc(C)o3)S2)cc1,2
LHVDNDIAMJOEKH-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)NC(=O)NCCS)cc1,1
QMNMNSINKIFYBV-LMMKCTJWSA-N,O=C(O)C1(O)C=C(c2cccc(Sc3ccccc3)c2)C(O)C(O)C1,2
BNFRJXLZYUTIII-UHFFFAOYSA-N,Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1,2
PRMSFVUWLBPPLY-UHFFFAOYSA-N,N=C(N)c1cccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)c1,3
PLWVUIRWJVKSSD-XBXARRHUSA-N,O=C1CN(S(=O)(=O)C=Cc2ccc(Cl)s2)CCN1Cc1cc2cnccc2[nH]1,3
GCBPAPVOMPJQHK-NQIIRXRSSA-N,CC(C)CC(CC(=O)NO)C(=O)NC1Cc2cn(c3ccccc23)CCCCCCNC1=O,2
ROSNVSQTEGHUKU-UHFFFAOYSA-N,O=C(NO)C1(CS(=O)(=O)c2ccc(Oc3ccc(Cl)cc3)cc2)CCOCC1,2
ARIRIZBKMKMEBD-UHFFFAOYSA-N,O=C(CC1(S(=O)(=O)c2ccc(Oc3ccccc3)cc2)CCOCC1)NO,2
KRDSGPLHVQJFLM-BUHFOSPRSA-N,CCCCCCC#Cc1ccccc1C=CC(=O)O,1
AKWKBACKRMYPRV-NQIIRXRSSA-N,CC(C)CC(CC(=O)O)C(=O)NC1Cc2cn(c3ccccc23)CCCCCCNC1=O,2
AWAKIULNKVOBKE-UHFFFAOYSA-N,Cc1ccc2c(c1)CCCN2C(=O)SCC(=O)Nc1ccc(S(N)(=O)=O)cc1Cl,2
VXONTEUOQXFJJS-UHFFFAOYSA-N,N=C(N)c1ccc(CN2CCN(S(=O)(=O)c3cc4ccc(Cl)cc4s3)CC2=O)cc1,3
NKBDSMREMMRFSI-INIZCTEOSA-N,CC(=O)OC(C(=O)Nc1cccc2c1C(=O)C(=O)NC2=O)c1ccccc1,2
OVSAMUIBGQSLDC-INIZCTEOSA-N,CC(=O)OC(C(=O)Nc1cccc2c1C(=O)C(=O)NC2=O)c1cccc(Cl)c1,2
DQXBKUVWJSZHSI-UHFFFAOYSA-N,O=C(CCC(=O)Nc1ccc2c(c1)C(=O)C(=O)NC2=O)Nc1cccc(OCCF)c1,2
ZCJBDRSKHARECB-PYTCMNEWSA-N,OCC1OC2(CC(c3ccc4ccccc4c3)NO2)C(O)C(O)C1O,2
YQXCVAGCMNFUMQ-UHFFFAOYSA-N,CC(C)c1nc(COC(N)=O)n(Cc2ccncc2)c1Sc1cc(Cl)cc(Cl)c1,3
HRCKGDOSPBFICB-MZHQWRCYSA-N,Cc1ccc(C2CC3(ON2)OC(CO)C(O)C(O)C3O)cc1,1
ZNHVIJAGMFQGMS-IHPCNDPISA-N,CN(C)C(=O)C(c1ccc(-c2ccc3ncnn3c2)cc1)C(N)C(=O)N1CCC(F)C1,3
UPYGSQPRAHMDPD-HNNXBMFYSA-N,COC(=O)C(Cc1ccc(Br)cc1)NC(=O)CCCCCCC(=O)NO,1
MMWNOZXGYRPSCJ-LZQZEXGQSA-N,CC(N)P(=O)(O)CC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,2
KGUVBHLPMGERAT-NIYFSFCBSA-N,CC(C)CC(C(=O)NO)N(Cc1ccccc1)P(C)(=O)c1ccccc1,2
UAQVHNZEONHPQG-SSDOTTSWSA-N,CC(NC(=O)c1ccccc1)C(=O)O,1
UKVVEWLDHJDSNJ-UHFFFAOYSA-N,COc1ccc(OCCCCCCn2ccnc2)c(Cl)c1,2
PLJNUNPYZVVIRA-UHFFFAOYSA-N,Cc1nc2cc3nc(N)[nH]c(=O)c3cc2[nH]1,3
MCEZMMDIEXECTI-UHFFFAOYSA-N,Nc1nc2cc3[nH]c(NCc4cccc5ccccc45)nc3cc2c(=O)[nH]1,5
PAIQRYUOBBCBSE-UHFFFAOYSA-N,Cc1cccc(Nc2nc(Nc3ccc(CC(=O)O)cc3)ncc2C(N)=O)c1,3
IQKMJWDYMFWZRF-UHFFFAOYSA-N,Nc1nc2cc3nc(NCc4cccs4)[nH]c3cc2c(=O)[nH]1,4
RJJDIVMWGWHPFE-QDBSGRMGSA-N,CC(N=Cc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,2
DJOJDHGQRNZXQQ-AWEZNQCLSA-N,COc1cc(O)c2c(c1)OC(c1ccc(O)cc1)CC2=O,2
SQQAPOSROFWHIB-UHFFFAOYSA-N,COc1cc(Nc2nccc(Nc3ccc4c(C)n[nH]c4c3)n2)cc(OC)c1OC,4
CDMGBJANTYXAIV-HHHXNRCGSA-N,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,4
ROKOFZNQCIIJMI-UHFFFAOYSA-N,Fc1ccc(-c2ncn(CC3CC3)c2-c2ccncc2)cc1,3
GELOPWXSYZDPJT-UHFFFAOYSA-N,OCN(O)CCCc1ccccc1,1
ZHFKBNAHHTUQBH-UHFFFAOYSA-N,O=CN(O)CCOc1cccc(C(=O)c2ccccc2)c1,2
FJYUGRZKJXCRFF-UHFFFAOYSA-N,Cc1cccc(CCCN(O)C=O)n1,1
LHCNZPLAATYYPI-SLFFLAALSA-N,COCC(O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1,1
HGAKLLFPOGATII-UHFFFAOYSA-N,NC(=O)c1nn(-c2ccc(S(N)(=O)=O)cc2)c2c1ccc1[nH]ncc12,4
SWGDXLAZBZDUBR-UHFFFAOYSA-N,Cc1cc(C)cc(S(=O)(=O)c2cccc(N)c2C#N)c1,2
QFSMMXJBEBXTJP-UHFFFAOYSA-O,Cn1c(=O)c2c(nc(N3CC[NH2+]CC3)n2Cc2ccccc2)n(C)c1=O,3
CVYWYUAQFJMLEO-UHFFFAOYSA-N,Clc1cccc(-c2cc(NCc3ccncc3)n3nccc3n2)c1Cl,4
WCNPGRRMPFCHEO-UHFFFAOYSA-N,Fc1ccccc1-c1cn2ccnc2c(NCc2cccnc2)n1,4
LXRVAGIYXNQOKP-UHFFFAOYSA-N,Cc1cnc2c(NCc3ccncc3)nccn12,3
ZAIYYXVHGBMLEC-UHFFFAOYSA-N,Fc1ccccc1-c1cc(NCc2ccncc2)n2nccc2n1,4
SMIZFGZXFDGISG-UHFFFAOYSA-N,Brc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,4
IBUPHWYGVDAASU-UHFFFAOYSA-N,Brc1cnn2c(NCc3cncnc3)cc(-c3ccccc3)cc12,4
LZLKFNBMXXLTLX-UHFFFAOYSA-N,Brc1cnc2c(NCc3cncnc3)cc(-c3ccccc3)cn12,4
HQPVGVSQPQVZLD-UHFFFAOYSA-N,CCc1cnn2c(NCc3cnc(N)nc3)cc(-c3c(F)cccc3F)nc12,4
CCDIUVLNHCGSMH-UHFFFAOYSA-N,c1ccc(-c2cc(NCc3cccnc3)n3ncc(C4CC4)c3n2)cc1,4
AQJQFCRTSWIUCY-UHFFFAOYSA-N,CCOC(=O)c1csc(N2CCN(C3=Nc4ccccc4SC3)CC2)n1,2
HHXSOTFPYPQSBU-NSHDSACASA-N,CC1=C2C(=O)c3c(O)cccc3C=C2CC(CC(=O)O)O1,1
YUHVBHDSVLKFNI-NJSLBKSFSA-N,Cc1ccc(O)c(O)c1CCC1C(=O)CCC2(C)C(=O)CCC12,1
BZJHCQBNFUNZPJ-QFIPXVFZSA-N,OC(COc1ccc(C2CCCCC2)cc1)CN1CCN(c2ccccn2)CC1,2
RTHCYVBBDHJXIQ-MRXNPFEDSA-N,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,2
YPTMOJMDCPUCJT-CYBMUJFWSA-M,CC(=O)Nc1ccc(CP(=O)([O-])OC(C)c2ccccc2)cc1,2
CETLUACQMGBMFH-ZALSBGIRSA-N,N=C(N)c1ccc(C2C3C(=O)N(Cc4ccc5c(c4)OCO5)C(=O)C3C3CC(O)CN32)cc1,2
MFDBNNQUDZFSES-KRWDZBQOSA-N,CNC(=O)C1Cc2ccc(NS(=O)(=O)O)cc2CN1C(=O)OCc1ccccc1,2
WFPUBEDBBOGGIQ-UHFFFAOYSA-N,Clc1ccc2c(c1Cl)CNCC2,1
HQLQTGGLHBYZSA-ZDUSSCGKSA-N,O=C(Cc1cccs1)NC(B(O)O)c1cccc(C(=O)O)c1,2
LGJCDEZMANATFA-ZDUSSCGKSA-N,O=C(Cc1cccs1)NC(B(O)O)c1ccccc1,2
KWEFZSZCLBHIEQ-YYADALCUSA-N,ON=C1CCc2cc(-c3cn(C4CCNCC4)nc3-c3ccncc3)ccc21,3
IKGXHBGCVQTQBH-UHFFFAOYSA-N,COc1cc2c(cc1Cl)C(c1cccc(Br)c1)=NCC2,2
CMHHNHDPPWDNAH-UHFFFAOYSA-N,CC(=O)c1ccc(-c2cc(NS(=O)(=O)c3ccc(C)cc3C)c(C(=O)O)s2)s1,3
XQKFKSJUBJPOLY-UHFFFAOYSA-N,COCCNc1cc(-n2c3c(c4ccccc42)C(=O)CCC3)ccc1C(N)=O,3
MRSRGWPTGVFSFY-MBNYWOFBSA-N,CC1(C)C(C(=O)O)N2C(=O)C(NC(=O)Cc3ccccc3)C2[SH]1O,1
GULUFDCOGAXLEP-UHFFFAOYSA-N,O=S(=O)(Nc1cc(-c2cccs2)nn1-c1ccc(F)cc1)c1cccc(F)c1,4
PLBINCOCFGQAJM-UHFFFAOYSA-N,O=C(OCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1,4
FTXJWRRYLLRFMG-MDZDMXLPSA-N,O=C(O)CCCC(=O)Nc1ccc(C=Cc2ccccc2)cc1,2
ZCIXBBSRVLSRJQ-QPJJXVBHSA-N,CN(C)CC=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,3
XDFLCBUAVBYWFW-AWEZNQCLSA-N,CC(=O)NC(Cc1cccc2ccccc12)[B-](O)(O)O,2
XDFLCBUAVBYWFW-AWEZNQCLSA-N,CC(=O)NC(Cc1cccc2ccccc12)[B-](O)(O)O,2
VGKDLMBJGBXTGI-SJCJKPOMSA-N,CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,2
BPNUQXPIQBZCMR-IBGZPJMESA-N,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12,4
VLPMRZSKJUTRBQ-IBGZPJMESA-N,Cc1n[nH]c2ccc(-c3cncc(OCC(N)Cc4ccc(Br)cc4)c3)cc12,4
JIDRTCHFBHJIDG-UHFFFAOYSA-N,CC(=O)Nc1c(O)cc(C(=O)O)cc1[N+](=O)[O-],1
CALDTVBHJMBRTM-UHFFFAOYSA-N,CC(=O)Nc1c(N)cc(C(=O)O)cc1O,1
YBKLJTXDSBEVRV-UHFFFAOYSA-N,NC(=O)c1ccc(Nc2nc(N)c(N=O)c(OCC3CCCCC3)n2)cc1,2
YRWKEEDITQJPCZ-UHFFFAOYSA-N,O=C(O)c1sccc1S(=O)(=O)Nc1ccc(Cl)cc1,2
HBYVUUWMCCSRBI-MRVPVSSYSA-N,O=C1N=C(S)SC1Cc1ccc(C(F)(F)F)cc1,1
DCUCDCAIOMIBEA-GFCCVEGCSA-O,SCC(Cc1ccccc1)c1nc2c[nH+]ccc2[nH]1,3
CLBJJWUUSJAAPJ-UHFFFAOYSA-N,CNCC(=O)c1nnc(C(C)(C)C)o1,1
JNDVEAXZWJIOKB-JYRVWZFOSA-N,Cc1c[nH]c(C=C2C(=O)Nc3ccccc32)c1CCC(=O)O,2
XFYYQDHEDOXWGA-UHFFFAOYSA-N,O=C(O)CCC(=O)Nc1ccc(Br)cn1,1
IUPOWBZLJSPZFT-AOOOYVTPSA-N,CC1CC(C)CN(C(=O)c2cc(Br)ccc2N)C1,1
JEGGWFHNKPRKTO-CQSZACIVSA-N,Nc1ccc(Br)cc1C(=O)N1CCCC1Cc1ccccc1Cl,2
JSVSGWHGYIDZFX-TXEJJXNPSA-N,CC1CC(C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)O)C1,1
DELARNBPJXTDBD-IYBDPMFKSA-N,CC1CC(C)CN(C(=O)c2cc(Br)ccc2NC(=O)CCC(=O)N2CCOCC2)C1,1
INAGORZAOFUKOZ-UHFFFAOYSA-N,CCn1nccc1-c1c[nH]c2ncc(-c3ccc(N)c(C(=O)N(C)C)c3)cc12,4
BCZUAADEACICHN-UHFFFAOYSA-N,Cn1cc(-c2ccc3nnc(Sc4ccc5ncccc5c4)n3n2)cn1,5
PCMORTLOPMLEFB-ONEGZZNKSA-N,COc1cc(C=CC(=O)O)cc(OC)c1O,1
OYNURZXTLNNKAP-QGZVFWFLSA-N,N#Cc1ccccc1Cn1c(N2CCCC(N)C2)nc2ccccc2c1=O,3
ZMXJAEGJWHJMGX-UHFFFAOYSA-N,COC(=O)c1cc(OC)c(O)c(OC)c1,1
CEAYRKIZESVQSN-UHFFFAOYSA-N,CC(C)(C)C(=O)Oc1ccc2c(c1)nc(NC(=O)c1cccc([N+](=O)[O-])c1)n2CCCO,3
IGXKSKWHHHYBFM-UHFFFAOYSA-N,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,2
LDCZCUKQWRZSDT-UHFFFAOYSA-N,O=C1CN(c2ccccc2)S(=O)(=O)N1,1
BBZPJHFECDCNGT-BPUTZDHNSA-N,CC1=CCC2CC1C(c1ccc(O)cc1)OC2(C)C,1
GMOUOGHZJCSNOZ-YNEHKIRRSA-N,Cc1cn(C2CC(O)C(CN3CCCCC3)O2)c(=O)[nH]c1=O,1
XHBVYDAKJHETMP-UHFFFAOYSA-N,c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)ccn1,4
RCSLUNOLLUVOOG-NSHDSACASA-N,CC(C)=CCN1Cc2cc(Cl)cc3[nH]c(=S)n(c23)CC1C,2
XTCIPBHRVYICGT-SSDOTTSWSA-N,COc1ccc(S(=O)(=O)NC(C)C(=O)O)cc1,1
ZNFFMCYSMBXZQU-NSHDSACASA-N,CC(C)=CCN1Cc2c(Cl)ccc3[nH]c(=S)n(c23)CC1C,2
BFNBJSXMXXQLAW-UHFFFAOYSA-N,CSc1nc2ccccc2c(=O)n1-c1c(F)cccc1F,3
RDFCSSHDJSZMTQ-ZDUSSCGKSA-N,Cc1ccc(S(=O)(=O)NC(CCCCN)C(=O)CCl)cc1,1
XEFQLINVKFYRCS-UHFFFAOYSA-N,Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,2
TVXLILKNSPCVRB-UHFFFAOYSA-N,CCCS(=O)(=O)N1N=Cc2sc(C)cc2B1O,1
NTHMDFGHOCNNOE-ZJUUUORDSA-N,CSCC1CN(Cc2c[nH]c3c(N)ncnc23)CC1O,2
GXPHKUHSUJUWKP-NTKDMRAZSA-N,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,2
IWFSHKKFDSWNLZ-BWACUDIHSA-N,CC1CN(C(=O)C(C)(O)C(F)(F)F)C(C)CN1C(=O)c1ccc(C#N)cc1,1
SHEIQJGQDUYUBE-GOSISDBHSA-N,CCN(c1ccccc1)S(=O)(=O)c1ccc(NC(=O)C(C)(O)C(F)(F)F)c(C)c1,2
DFXJYVQAAFOZDP-UHFFFAOYSA-N,CC(C)c1ccc(COc2ccc(CC(=O)NCCN)cc2Cl)cc1,2
AGXPXFPIOHNDAN-UHFFFAOYSA-N,OCCOc1ccccc1-c1ccc(F)c(F)c1F,2
OFBFUNBBOQCNFX-UHFFFAOYSA-N,O=C(c1ccc(C(O)(O)C(F)(F)F)s1)N1CCn2c(-c3ccccc3)cnc2C1,3
MYFMPKCOIMRDDD-KRWDZBQOSA-N,CNS(=O)(=O)Nc1ccc(-c2ccccc2)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c1=O,2
NOVJJPLRUMZSDK-UHFFFAOYSA-O,CN(C)c1ccc(-c2sc3cc(O)ccc3[n+]2C)cc1,3
VXIZYDKGLBPCAQ-VIFPVBQESA-N,NC(Cc1ccc(CC(F)(F)F)cc1)C(=O)O,1
WJTKWTJTOSZMKO-PMOUVXMZSA-N,COC(=O)C1C(OP(=O)(O)c2ccccc2)CC2CCC1N2C,1
HOKKPVIRMVDYPB-UVTDQMKNSA-N,N#CN=C1SCCN1Cc1ccc(Cl)nc1,1
OTVAEFIXJLOWRX-NXEZZACHSA-N,CS(=O)(=O)c1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,1
KVDKNVPAAQKHKD-UHFFFAOYSA-N,OC1(c2ccc(Cl)cc2)CCN(CCCC2(c3ccc(F)cc3)SCCS2)CC1,2
VBBNCGUNWSPHOY-QWRGUYRKSA-N,C=C1CSC(C(NC(=O)Cc2cccs2)C(=O)O)=NC1C(=O)O,1
MAJHCCQPIDXPAN-QMMMGPOBSA-N,N=C(N)NCCCC(N)C(=O)c1nc2ccccc2s1,2
LJJKNPQAGWVLDQ-SNVBAGLBSA-N,O=C(O)CNC(=O)C(CS)Cc1ccccc1,1
UVSIFVBCHJEYJP-UHFFFAOYSA-N,O=S(=O)(Nc1ccc(Cl)cc1)c1ccc2c(c1)CNCC2,2
QMKYBPDZANOJGF-UHFFFAOYSA-N,O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,1
KSAAUHMSLCPIEX-UHFFFAOYSA-N,CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O,3
QLLZAVDYYAQESE-AATRIKPKSA-N,CN(CCCCC(=O)O)c1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,2
HMXOGGUFCBUALL-AATRIKPKSA-N,O=C(O)C(=O)C=Cc1ccccc1O,1
QGTBUESLYPYXRT-VOTSOKGWSA-N,COc1ccccc1C=CC(=O)C(=O)O,1
WLTOGJLLRPHRCR-VIFPVBQESA-N,NC(CO)Cc1cn(OO)c2ccccc12,2
ILAYIAGXTHKHNT-UHFFFAOYSA-N,Cc1cc(C)c(Nc2ccnc(Nc3ccc(C#N)cc3)n2)c(C)c1,3
IDDWUPNJUMHKFQ-DGCLKSJQSA-N,CCC(C=O)C(CNS(=O)(=O)c1ccc(C)cc1)C(=O)O,1
JPQYVEFTAZEPOD-BXKDBHETSA-N,CCC(C=O)C(CNS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,1
JJWPLCQODKLEHY-JEOXALJRSA-N,COc1cc(N(C)CC2CCC3=C(C2)C(N)=NC(N)N3)cc(OC)c1OC,1
QFAWBPLETHINFK-UNMCSNQZSA-N,COC(=O)C(NC(=O)CNC(=O)C(CS)NCc1ccc(-c2ccccc2)cc1)C(C)C,2
LMJSLTNSBFUCMU-MRVPVSSYSA-N,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,1
PSUOZWHAKZSNOB-LBPRGKRZSA-N,NC(C=O)Cc1c[nH]c2c(O)c(NNc3ccccc3)ccc12,3
YUTXECPABXNXPU-DJJJIMSYSA-N,Cc1cc2c(cc1C(=O)CCC(=O)O)C(C(C)C)C(C)C2(C)C,1
WNWJSYYPDDQIQV-JTQLQIEISA-N,NC(O)Cc1c[nH]c2ccccc12,2
BORVFKJZAOEGOO-GJMOJQLCSA-N,Cc1cn(C2CC(S)C(COP(=O)(O)O)O2)c(=O)[nH]c1=O,1
ZOAMBXDOGPRZLP-UHFFFAOYSA-N,NC(=O)Cc1c[nH]c2ccccc12,2
APJYDQYYACXCRM-UHFFFAOYSA-N,NCCc1c[nH]c2ccccc12,2
IIMSEFZOOYSTDO-UWVGGRQHSA-N,NC1CCc2ccccc2C1O,1
MIGJEXKBUJPKJF-UHFFFAOYSA-N,CC(=O)n1c2c(c3ccccc31)CCCC2=O,2
UVERBUNNCOKGNZ-CQSZACIVSA-N,Cc1ccc(N)cc1C(=O)NC(C)c1cccc2ccccc12,3
SSXCWVOQWRUMGN-UHFFFAOYSA-N,O=C(O)COc1ccc(-c2c[nH]c(CNC(=O)Nc3ncc(Sc4ccccn4)s3)n2)cc1,4
PPDLAUCFAOODER-UHFFFAOYSA-N,NNC(=O)c1[nH]c2ccc(S(N)(=O)=O)cc2c1-c1ccccc1,3
VBHKTXLEJZIDJF-UHFFFAOYSA-N,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,2
XUSBTLVYPZUOAW-WOPDTQHZSA-N,Cc1cn(C2CC(O)C(CN3CCCC3)O2)c(=O)[nH]c1=O,1
KGDWLSFLMSFPSU-INIZCTEOSA-N,CC(C)C(c1ccc(Br)cc1)c1c(O)c2ccccc2oc1=O,3
CCPGCKQLIHGSCJ-AWEZNQCLSA-N,CCC(c1ccccc1)c1c(O)c2ccc(OC)cc2oc1=O,3
QUQQVMVIWCUYFV-KRWDZBQOSA-N,CCC(c1cccc(NC(=O)CNC(=O)OC(C)(C)C)c1)c1c(O)c2ccccc2oc1=O,3
YCFJZPGDTZVVSM-UHFFFAOYSA-N,CCN1c2cc([N+](=O)[O-])ccc2N(C)C(=O)c2cccnc21,2
SNTJRGVKGCPNBK-KGQVPBNKSA-N,N=C1N=NC(N)=C1N=Nc1cccc(C(F)(F)F)c1,1
HALOLQDLOLYIOW-CNLUSAEGSA-N,N=C1N=NC(N)=C1N=Nc1ccc(F)cc1,1
PIUSHRUXZPMNPD-CNLUSAEGSA-N,N=C1N=NC(N)=C1N=Nc1cccc(C(=O)O)c1,1
BMHZOSJVDHAFEE-SVGFKBNWSA-N,COC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(O)C(N)c1ccc(C)cc1,1
WIWZNHHLFMPGGO-PIKADFDJSA-N,COC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(O)C(N)c1ccc(C(C)C)cc1,1
KJHMEAOMPGLBTJ-KGQVPBNKSA-N,N=C1N=NC(N)=C1N=Nc1ccccc1C(F)(F)F,1
OIWWNWQZJJKBTR-CYBMUJFWSA-N,CC(CCc1ccc(C(N)=O)cc1)NCC(=O)c1ccc(F)cc1,2
LPQUJAANWFHCJV-UHFFFAOYSA-N,CC(C)c1cnc(Nc2ccc(S(N)(=O)=O)cc2)s1,2
USPFJPDEADLGIG-HSZRJFAPSA-N,N#Cc1ccc2cc1Oc1ccc3cccc(c3c1)N1CCC(NCc3cncn3C2)C1=O,4
GBEQWWUQNVMGMR-PSUQPPDWSA-N,N#CC1CC=C2CC1Oc1ccc3cccc(c3c1)N1CCC(NCCc3cncn3C2)C1=O,3
WQZOOPQQADNJEG-UHFFFAOYSA-N,CC(C)c1c[nH]c(=NC(=O)Cc2cccnc2)s1,2
HXARYYGNSVTEFC-UHFFFAOYSA-N,CCc1ccc(NS(=O)(=O)O)cc1,1
YZHIXLCGPOTQNB-UHFFFAOYSA-N,CC(C)=CCOc1cc(NC(=S)c2ccoc2C)ccc1Cl,2
PLGIIOKXCKDKEU-VXLYETTFSA-N,Cc1occc1C(=S)Nc1ccc(Cl)c(C=NOC(C)(C)C)c1,2
AXTNFJKQZPETJA-UHFFFAOYSA-N,CC(C)OC(=O)c1cc(NC(=S)OC(C)C)ccc1Cl,1
